product_id,msds_number,ingredient_name,cas,fraction,percentage
VIREX DISINFECTANT CONCENTRATE,BBYKD,ISOPROPYL ALCOHOL  (SARA III),67-63-0,1.750%,1.75
VIREX DISINFECTANT CONCENTRATE,BBYKD,"WATER, H2O",7732-18-5,,
"CLEAN CROP AMINE 4 2,4-D HERBICIDE",BBYKR,"DIMETHYLAMINE SALT OF 2,4-DICHLOROPHENOXYACETIC ACID",2008-39-1,46.5%,46.5
"AMINE 4 2,4-D WEED KILLER",BBYKS,"DIMETHYLAMINE SALT OF 2,4-DICHLOROPHENOXYACETIC ACID",2008-39-1,69.5%,69.5
EATON'S ALL WEATHER BAIT BLOCKS RODENTICIDE,BBYKT,DIPHACINONE (SARA III),82-66-6,0.005%,0.005
GENCOR 5E HYDROPRENE INSECT GROWTH REG,BBYLH,"HYDROPRENE, ETHYL 3,7,11-TRIMETHYLDODECA-2,4-DIENOATE",41096-46-2,0.12%*,0.12
"SEVIN BRAND 50MC CARBARYL INSECTICIDE,",BBYNC,CARBARYL (SEVIN)  (SARA III),63-25-2,50%,50.0
WARRIOR DUAL ACTION ROACH BAIT,BBYZQ,CHLORPYRIFOS  (SARA III),2921-88-2,0.50%,0.5
WARRIOR DUAL ACTION ROACH BAIT,BBYZQ,PARAFFIN WAX,8002-74-2,20-30%,30.0
WARRIOR DUAL ACTION ROACH BAIT,BBYZQ,GLYCERIN,56-81-5,3-5%,5.0
DUO-GAS,BBZDM,METHANE,74-82-8,1.25%,1.25
DUO-GAS,BBZDM,CARBON MONOXIDE,630-08-0,12.5%,12.5
DUO-GAS,BBZDM,COMPRESSED AIR,25635-88-5,,
ZOECON RF-253 FOGGER,BBZDN,"HYDROPRENE, ETHYL 3,7,11-TRIMETHYLDODECA-2,4-DIENOATE",41096-46-2,0.60%,0.6
ZOECON RF-253 FOGGER,BBZDN,METHYLENE CHLORIDE	(SARA III),75-09-2,16.28%,16.28
ZOECON RF-253 FOGGER,BBZDN,"METHYL CHLOROFORM (1,1,1-TRICHLOROEHANE)  (SARA III)",71-55-6,55.00%,55.0
ZOECON RF-253 FOGGER,BBZDN,PROPANE,74-98-6,22.40%,22.4
ZOECON RF-253 FOGGER,BBZDN,ISOBUTANE,75-28-5,5.60%,5.6
ZOECON RF-253 FOGGER,BBZDN,PERMETHRIN,52645-53-1,0.25%,0.25
DOWICIDE EC7 ANTIMICROBIAL,BBZHL,PENTACHLOROPHENOL  (SARA III),87-86-5,88.0%,88.0
DOWICIDE EC7 ANTIMICROBIAL,BBZHL,TETRACHLOROPHENOLS,25167-83-3,12.0%,12.0
"DOWPON C IMPROVED GRASS KILLER, 25321",BBZHN,"2,2-DICHLOROPROPIONIC ACID,SODIUM SALT; CAS #127-20-8",127-20-8,46.7%,46.7
"DOWPON C IMPROVED GRASS KILLER, 25321",BBZHN,"TRICHLOROACETIC ACID,SODIUM SALT; CAS #650-51-1",650-51-1,30.6%,30.6
DURSBAN 2E INSECTICIDE,BBZHP,CHLORPYRIFOS  (SARA III),2921-88-2,24.1%,24.1
DURSBAN 2E INSECTICIDE,BBZHP,"NAPHTHA, LIGHT AROMATIC",64742-95-6,42.1%,42.1
DURSBAN 2E INSECTICIDE,BBZHP,"METHYL CHLOROFORM (1,1,1-TRICHLOROEHANE)  (SARA III)",71-55-6,35.5%,35.5
"FORMULA 40 HERBICIDE,37910",BBZHQ,"2,4-D (DICHLORYLPHENOXYACETIC ACID)  (SARA III)",94-75-7,59.7%,59.7
DAIRY CATTLE INSECTICIDE,BCCYC,METHOXYCHLOR  (SARA III),72-43-5,50.0%,50.0
DEMOSAN 65W FUNGICIDE,BCCYD,"1,4-DICHLORO-2,5-DIMETHOXYBENZEN(CHLORONE B);CS #2675-77-6.",2675-77-6,65.0%,65.0
KRENITE BRUSH CONTROL AGENT,BCDBB,AMMONIUM ETHYL CARBANOYLPHOSPHONATE; CAS #25954-13-6,25954-13-6,41.5%,41.5
KROVAR II WEED KILLER,BCDBC,BROMACIL,314-40-9,53.0%,53.0
KROVAR II WEED KILLER,BCDBC,DIURON  (SARA III),330-54-1,27.0%,27.0
LANNATE INSECTICIDE,BCDBD,METHOMYL (LANNATE)	(SARA III),16752-77-5,90.0%,90.0
LANNATE L INSECTICIDE,BCDBF,METHYL ALCOHOL (METHANOL)  (SARA III),67-56-1,UNK,
LANNATE L INSECTICIDE,BCDBF,METHOMYL (LANNATE)	(SARA III),16752-77-5,24.0%,24.0
LEXONE 4L WEED KILLER,BCDBG,METRIBUZIN,21087-64-9,42.8%,42.8
LEXONE DF WEED KILLER,BCDBH,METRIBUZIN,21087-64-9,75.0%,75.0
LOROX WEED KILLER,BCDBK,"3-(3,4-DICHOROPHENYL)-1-METHYL-1-METHOXYUREA(LINURON); CAS",330-55-2,50.0%,50.0
MANZATE 200 FUNGICIDE,BCDBX,MANCOZEB;(MANGNESE ETHYLENEBISDITHIOCARBAMATE &,8018-01-7,80.0%,80.0
MANZATE D FUNGICIDE,BCDBY,MANEB  (SARA III),12427-38-2,80.0%,80.0
MANZATE FUNGICIDE,BCDBZ,MANEB  (SARA III),12427-38-2,80.0%,80.0
MARLATE 50 INSECTICIDE,BCDCB,METHOXYCHLOR  (SARA III),72-43-5,50.0%,50.0
METHOMYL TECHNICAL,BCDCD,METHOMYL (LANNATE)	(SARA III),16752-77-5,95.0%,95.0
SINBAR WEED KILLER,BCDFB,3-TERT-BUTYL-5-CHLORO-6-METHYLURACIL;(TERBACIL);CAS,5902-51-2,80.0%,80.0
TERSAN 1991 TURF FUNGICIDE,BCDGH,BENOMYL,17804-35-2,50.0%,50.0
TERSAN75 TURF FUNGICIDE,BCDGJ,THIRAM  (SARA III),137-26-8,75.0%,75.0
TERSAN LSR TURF FUNGICIDE,BCDGK,MANEB  (SARA III),12427-38-2,80.0%,80.0
TERSAN SP TURF FUNGICIDE,BCDGL,"1,4CHLORO-2,5-DIMETHOXYBENZENE(CHLORONER);CAS #2675-77-6",2675-77-6,65.0%,65.0
THYLATE FUNGICIDE,BCDHM,THIRAM  (SARA III),137-26-8,65.0%,65.0
TUPERSAN WEED KILLER,BCDHN,1-(2-METHYLCYCLOHEXYL)-3-PHENYLUREA;SIDURON; CAS,1982-49-6,50.0%,50.0
VYDATE L INSECTICIDE/NEMATICIDE,BCDJP,OXAMYL  (SARA III),23135-22-0,24.0%,24.0
VYDATE L INSECTICIDE/NEMATICIDE,BCDJP,METHYL ALCOHOL (METHANOL)  (SARA III),67-56-1,UNK,
SEVIN 50-W CARBARYL INSECTICIDE,BCFXL,CARBARYL (SEVIN)  (SARA III),63-25-2,50%.,50.0
KROVAR I WEED KILLER,BCFYN,BROMACIL,314-40-9,40%.,40.0
KROVAR I WEED KILLER,BCFYN,DIURON  (SARA III),330-54-1,40%.,40.0
BANVEL TECH.DICAMBA,BCFZR,DICAMBA  (SARA III),1918-00-9,100%,100.0
SPIKE 80W,BCGHT,TIUROLAN,34014-18-1,80%,80.0
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,SODIUM CARBONATE,497-19-8,1.5%,1.5
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,SODIUM HYDROGEN CARBONATE (SODIUM BICARBONATE),144-55-8,1.0%,1.0
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,ISOPROPYL ALCOHOL  (SARA III),67-63-0,<1.0%,1.0
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,ETHYL ALCOHOL (ETHANOL),64-17-5,1.4%,1.4
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,DIDECYL DIMETHYL AMMONIUM CHLORIDE,7173-51-5,1.4%,1.4
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,N-ALKYL DIMETHYL BENZYL AMONIUM CHLORIDE,68424-85-1,11.2%,11.2
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,TETRASODIUM ETHYLENEDIAMINETETRAACETATE (TETRASODIUM SALT,64-02-8,1.9%,1.9
QUATSYL 256 CLEANER DISINFECTANT,BCGJS,SECONDARY ETHOXLYATED FATTY ALCOHOLS,68131-40-8,<10%,10.0
DIAZINON AG500,BCGPS,DIAZINON  (SARA III),333-41-5,48%,48.0
CHLORDANE DUST 5%,BCGQD,CHLORDANE  (SARA III),57-74-9,5.0%,5.0
BIOMET TBTO(BUTINOX),BCGXL,BIS (TRIBUTYLTIN) OXIDE,56-35-9,95%,95.0
ESTERON 245 BE HERBICIDE,BCGXY,"2,4,5-T ESTERS  (SARA III)",2545-59-7,59.1%,59.1
"INSECTICIDE,METHYL BROMIDE,TYPE 2",BCGYR,METHYL BROMIDE  (SARA III),74-83-9,100%,100.0
"BAYTEX,LIQUID CONCENTRATE",BCHBV,FENTHION,55-38-9,93%,93.0
"CHLORFLURENOL-METHYLESTER,TECHNICAL",BCHBZ,"FLUORENE-9-CARBOXYLIC ACID,Z-CHLORO-9-HYDROXY-,METHYL ESTER",2536-31-4,96%,96.0
MITROL G-ST,BCHMF,SODIUM PENTACHLOROPHENATE,131-52-2,90%,90.0
NEMATOCIDE EM 12.1 (DBCP)(SEE SUP DATA),BCHNH,"1,2-DIBROMO-3-CHLOROPROPANE (DBCP)	(SARA III)",96-12-8,82.4%,82.4
NEMATOCIDE EM 12.1 (DBCP)(SEE SUP DATA),BCHNH,NAPHTA (PETROLEUM SPIRITS OR BENZIN),8030-30-6,11%,11.0
"NEMATOCIDE EM 15,1 (DBCP)(SEE SUP DATA)",BCHNJ,"1,2-DIBROMO-3-CHLOROPROPANE (DBCP)	(SARA III)",96-12-8,91.2%,91.2
NEMATOCIDE SOLUTION 17.1 (SEE SUP DATA),BCHNK,"1,2-DIBROMO-3-CHLOROPROPANE (DBCP)	(SARA III)",96-12-8,97%,97.0
"GOLD CREST C-50,CHLORDANE 4EC",BCHNN,CHLORDANE  (SARA III),57-74-9,45%,45.0
"GOLD CREST C-50,CHLORDANE 4EC",BCHNN,"KEROSENE,DEODORIZED",8008-20-6,50%,50.0
TREFLAN EC ID 5011/5902/5811;FN 0789,BCHWV,TRIFLURALIN  (SARA III),1582-09-8,44.5%,44.5
TREFLAN EC ID 5011/5902/5811;FN 0789,BCHWV,"XYLENES (O-,M-,P- ISOMERS)	(SARA III)",1330-20-7,18%,18.0
PRINCEP 80W,BCHZM,SIMAZINE,122-34-9,80%,80.0
ALL-WEATHER BAIT BLOCKS,BCHZY,DIPHACINONE 0.0052%,82-66-6,,
REAL KILL HOUSEHOLD ANT & ROACH KILLER,BCJRC,N-OCTYL BICYCLOHEPTENE DICARBOXIMIDE,463-04-7,0.1%,0.1
REAL KILL HOUSEHOLD ANT & ROACH KILLER,BCJRC,DIAZINON  (SARA III),333-41-5,0.5%,0.5
AVITROL CONCENTRATE,BCJYR,"PYRIDINE, 4-AMINO-; (4-AMINOPYRIDINE) (SARA III)",504-24-5,25%,25.0
AVITROL CONCENTRATE,BCJYR,SUCROSE (SUGAR); (REFINED POWDERED SUGAR),57-50-1,75%,75.0
AVITROL POWDER MIX,BCJYV,"PYRIDINE, 4-AMINO-; (4-AMINOPYRIDINE) (SARA III)",504-24-5,50%,50.0
AVITROL POWDER MIX,BCJYV,SUCROSE (SUGAR); (REFINED POWDERED SUGAR),57-50-1,50%,50.0
TERSAN 1991 TURF FUNGICIDE,BCKLV,BENOMYL,17804-35-2,50%,50.0
TURF-EDGE,BCKNN,AMMONIUM SULFAMATE	(SARA III),7773-06-0,20%,20.0
"PRO TURF AMINE 2,4-D TURF HERBICIDE",BCKRM,"DIMETHYLAMINE SALT OF 2,4-DICHLOROPHENOXYACETIC ACID.",2008-39-1,46.4%,46.4
SBP-1382 CONCENTRATE 40,BCKRQ,"(5-BENZYL-3-FURYL) METHYL-2,2-DIMETHYL-3-(2-METHYLPROPENYL)",10453-86-8,,
GREEN-GOBLIN,BCKRW,METHYL ALCOHOL (METHANOL)  (SARA III),67-56-1,<25%,25.0
GREEN-GOBLIN,BCKRW,ISOPROPYL ALCOHOL  (SARA III),67-63-0,<25%,25.0
PT 150,BCKTS,PYRETHRUM  (SARA III),8003-34-7,0.25%,0.25
PT 150,BCKTS,TECHNICAL PIPERONYL BUTOXIDE,51-03-6,0.25%,0.25
PT-250,BCKTT,PROPOXUR (BAYGON)  (SARA III),114-26-1,1%,1.0
POAST POSTEMERGENCE GRASS HERBICIDE,BCKYN,SETHOXYDIM; CAS#74051-80-2,74051-80-2,20%,20.0
POAST POSTEMERGENCE GRASS HERBICIDE,BCKYN,"XYLENES (O-,M-,P- ISOMERS)	(SARA III)",1330-20-7,72%,72.0
TERG-O-CIDE 236,BCLQC,DIDECYL-DIMETHYL AMMONIUM CHLORIDE,7173-51-5,4.5%,4.5
TERG-O-CIDE 236,BCLQC,TETRASODIUM EDTA,64-02-8,2.0%,2.0
TERG-O-CIDE 236,BCLQC,SODIUM CARBONATE,497-19-8,1.0%,1.0
TERG-O-CIDE 236,BCLQC,SODIUM METASILICATE,6834-92-0,0.5%,0.5
268 AQUA-QUAT,BCMBN,DIQUAT  (SARA III),85-00-7,2%,2.0
E.Z. SQUIRT KONTROL,BCMCS,ISOPROPYL ALCOHOL  (SARA III),67-63-0,<10%,10.0
LIQUID INSECT REPELLANT,BCMDR,"N,N-DIETHYL-M-TOLUAMIDE",134-62-3,95%,95.0
LIQUID INSECT REPELLANT,BCMDR,"N,N-DIETHYL-O-TOLUAMIDE; IN COMBUNATION W/N,",2728-04-3,,
LIQUID INSECT REPELLANT,BCMDR,"N,N-DIETHYL-P-TOLUAMIDE",2728-05-4,,
VAPOROOTER PLUS,BCMDZ,VAPAM (SODIUM N-METHYLDITHIOCARBAMATE DIHYDRATE),6734-80-1,28.4%,28.4
VAPOROOTER PLUS,BCMDZ,DICHLOBENIL  (SARA III),1194-65-6,1.73%,1.73
BAC-STOP,BCMJS,PHOSPHORIC ACID  (SARA III),7664-38-2,3.8%,3.8
PRO-LINE DISINFECTANT CLEANER 64,BCMKH,DIDECYL DIMETHYL AMMONIUM CHLORIDE,7173-51-5,0.27%,0.27
PRO-LINE DISINFECTANT CLEANER 64,BCMKH,"ALKYL (C*14,50%; C*12,40%; C*16,10%) DIMETHYL BENZYL",8001-54-5,0.72%,0.72
CONCEPT,BCMLY,ETHYL ALCOHOL (ETHANOL),64-17-5,53.5%,53.5
CONCEPT,BCMLY,2-PHENYLPHENOL  (SARA III),90-43-7,0.17%,0.17
"MEDICIDE, 57606",BCMLZ,ETHYL ALCOHOL (ETHANOL),64-17-5,50-60%,60.0
"MEDICIDE, 57606",BCMLZ,BUTANE,106-97-8,10-20%,20.0
"MEDICIDE, 57606",BCMLZ,PROPANE,74-98-6,5-10%,10.0
ENTACIDE,BCMQF,PYRETHRUM  (SARA III),8003-34-7,,
"PRENTOX RAX POWDER,0.5% WARFARIN",BCMSM,WARFARIN  (SARA III),81-81-2,0.5%,0.5
ETHION TECHNICAL (FMC CODE 1327),BCMSQ,ETHION (NIALATE)  (SARA III),563-12-2,95%,95.0
"NI-LATE,BULK",BCMSR,METHYLENE CHLORIDE	(SARA III),75-09-2,5%,5.0
"NI-LATE,BULK",BCMSR,ISOPROPYL ALCOHOL  (SARA III),67-63-0,10%,10.0
CYGON 400 SYSTEMIC INSECTICIDE,BCMSS,PETROLEUM DISTILLATES (NAPHTHA OR RUBBER SOLVENT),8002-05-9,8.5%,8.5
CYGON 400 SYSTEMIC INSECTICIDE,BCMSS,DIMETHOATE	(SARA III),60-51-5,43.5%,43.5
CYGON 400 SYSTEMIC INSECTICIDE,BCMSS,CYCLOHEXANONE  (SARA III),108-94-1,35-40%,40.0
"ABATE,4E INSECTICIDE",BCMSV,TEMEPHOS,3383-96-8,49%,49.0
ABATE 4E INSECTICIDE,BCMSW,TEMEPHOS,3383-96-8,43%,43.0
ABATE 4E INSECTICIDE,BCMSW,PETROLEUM DISTILLATES (NAPHTHA OR RUBBER SOLVENT),8002-05-9,40%,40.0
LEMON DISINFECTANT PRODUCT 534,BCMXT,SODIUM CARBONATE,497-19-8,3.0%,3.0
LEMON DISINFECTANT PRODUCT 534,BCMXT,"ALKYL (60% C14, 30% C16,5% C12, 5% C18) DIMETHYL BENZYL",8001-54-5,1.6%,1.6
"ORTHENE PCO SPRAY CONCENTRATE, ORTHO",BCMZV,"ACEPHATE: O,S-DIMETHYL ACETYLPHOSPHORAMIDOTHIOATE (CAS",30560-19-1,97%,97.0
FICAM PLUS,BCNCP,"PIPERONYL BUTOXIDE, TECHNICAL",51-03-6,7.66%,7.66
FICAM PLUS,BCNCP,"2,2-METHYL-1,3-BENZODIOXYL-4-YL METHYL CARBAMATE",22781-23-3,29.45%,29.45
FICAM PLUS,BCNCP,PYRETHRUM  (SARA III),8003-34-7,3.06%,3.06
NR. 061 GERMICIDAL FOAMING CLEANER,BCNFD,ALKYL DIMETHYL BENZYL AMMONIUM CHLORIDE,8001-54-5,2.25%,2.25
2-WAY SANITIZER & DEODORIZER 3374-4257,BCNFJ,ISOPROPYL ALCOHOL  (SARA III),67-63-0,53%,53.0
2-WAY SANITIZER & DEODORIZER 3374-4257,BCNFJ,TRIS-HYDROXYMETHYLAMINOMETHANE,77-86-1,<1%,1.0
2-WAY SANITIZER & DEODORIZER 3374-4257,BCNFJ,SODIUM NITRATE,7631-99-4,<1%,1.0
2-WAY SANITIZER & DEODORIZER 3374-4257,BCNFJ,AMMONIA  (SARA III),7664-41-7,<1%,1.0
SUBDUE 2E (METALAXYL),BCNJN,"METALAXYL: N-(2,6-DIMETHYLPHENYL)-N-(METHOXYACETYL)ALANINE",57837-19-1,25%,25.0
SUBDUE 2E (METALAXYL),BCNJN,PROPYLENE GLYCOL MONOMETHYL ETHER,107-98-2,,
"WASP,HORNET & YELLOW JACKET KILLER",BCNSL,"METHYL CHLOROFORM (1,1,1-TRICHLOROEHANE)  (SARA III)",71-55-6,>1%,1.0
"WASP,HORNET & YELLOW JACKET KILLER",BCNSL,CARBON DIOXIDE,124-38-9,>1%,1.0
"WASP,HORNET & YELLOW JACKET KILLER",BCNSL,RESMETHRIN (CAS# 10453-86-8),10453-86-8,<1%,1.0
D-FEN 30-40 DISINFECTANT CLEANER,BCNXJ,WATER,7732-18-5,86%,86.0
"N-DIT CONCENTRATE(14401,14405,14430,14455)",BCNYJ,SODIUM CARBONATE,497-19-8,3%,3.0
"N-DIT CONCENTRATE(14401,14405,14430,14455)",BCNYJ,ESSENTIAL OIL,8023-88-9,0.5%,0.5
BROMACIL TECHNICAL,BCPBM,BROMACIL,314-40-9,95%,95.0
SEVIN 5 AQUA,BCPNF,CARBARYL (SEVIN)  (SARA III),63-25-2,53.8%,53.8
DURSBAN 250 EC,BCQFP,CHLORPYRIFOS  (SARA III),2921-88-2,24.9%,24.9
SURE KILL WEED KILLER(SELECT WEED-KILLER),BCQLL,"(2,4-DICHLOROPHENOXY)ACETIC ACID DIMETHYLAMINE SALT",2008-39-1,26.8%,26.8
"P-O-W AEROSOL (NEW), 5005",BCQLM,PERCHLOROETHYLENE (TETRACHLOROETHYLENE)  (SARA III),127-18-4,),
"P-O-W AEROSOL (NEW), 5005",BCQLM,NAPHTHA (PETROLEUM SPIRITS OR BENZIN),8030-30-6,,
"P-O-W AEROSOL (NEW), 5005",BCQLM,NONYLPHENOL (CAS# 25154-52-3),25154-52-3,,
"P-O-W AEROSOL (NEW), 5005",BCQLM,PROPOXUR (BAYGON)  (SARA III),114-26-1,,
"RAID FLEA KILLER, 11645",BCRHY,WATER,7732-18-5,65-80%,80.0
"RAID FLEA KILLER, 11645",BCRHY,PROPANE,74-98-6,<35%,35.0
"RAID FLEA KILLER, 11645",BCRHY,ISOBUTANE (2-METHYL PROPANE),75-28-5,<35%,35.0
"RAID FLEA KILLER, 11645",BCRHY,PIPERONYL BUTOXIDE (TECHNICAL),51-03-6,1.000%,1.0
"RAID FLEA KILLER, 11645",BCRHY,N-OCTYL BICYCLOHEPTENE DICARBOXIMIDE,463-04-7,0.98%,0.98
"RAID FLEA KILLER, 11645",BCRHY,PYRETHRINS,28272-18-6,0.14%,0.14
"RAID FLEA KILLER, 11645",BCRHY,TETRAMETHRIN,7696-12-0,0.63%,0.63
LESCO 4 BROAD SPECTRUM TURF FUNGICIDE,BCRJH,MANEB  (SARA III),12427-38-2,<80%,80.0
LESCO 4 BROAD SPECTRUM TURF FUNGICIDE,BCRJH,ZINEB  (SARA III),12122-67-7,<80%,80.0
LESCO 4 FLOWABLE WITH ZINC (009684),BCRJJ,MANEB  (SARA III),12427-38-2,37%,37.0
"NEMACUR 107% TURF & ORNAMENTAL, 021181",BCRMM,FENAMIPHOS	(SARA III),22224-92-6,10%,10.0
ABATE 4E,BCRMN,TEMEPHOS,3383-96-8,43%,43.0
ABATE 4E,BCRMN,SOLVENT:AROMATIC PETROLEUM DERIVATIVE,64742-95-6,39%,39.0
COMBAT FIRE ANT KILLER,BCSHR,AMIDINOHYDRAZONE,67485-29-4,0.88%,0.88
AMERSPERSE 280 MICROBIOCIDE,BCSKN,DISODIUM ETHYLENEBISDITHIOCARBAMATE,142-59-6,15%,15.0
AMERSPERSE 280 MICROBIOCIDE,BCSKN,SODIUM DIMETHYLDITHIOCARBAMATE,128-04-1,15%,15.0
AMERSTAT 10 FUELTREATMENT MICROBIOCIDE,BCSKR,DIMETHYLFORMAMIDE,68-12-2,10-25%,25.0
AMERSTAT 10 FUELTREATMENT MICROBIOCIDE,BCSKR,"GLYCOLS, POLYETHYLENE MONO(NONYLPHENYL) ETHER (NONIONIC)",9016-45-9,1-10%,10.0
AMERSTAT 10 FUELTREATMENT MICROBIOCIDE,BCSKR,THIOCYANIC ACID METHYLENE ESTER,6317-18-6,1.1%,1.1
AMERSTAT 10 FUELTREATMENT MICROBIOCIDE,BCSKR,DIETHYLENE GLYCOL,111-46-6,55-70%,70.0
AMERSTAT 10 FUELTREATMENT MICROBIOCIDE,BCSKR,ISOPROPYL ALCOHOL  (SARA III),67-63-0,1-10%,10.0
FECT (SCENTED),BCSRR,2-PHENYLPHENOL  (SARA III),90-43-7,0.176%,0.176
FECT (SCENTED),BCSRR,PARA-TERTIARY AMYLPHENOL,80-46-6,0.044%,0.044
FECT (SCENTED),BCSRR,ETHYL ALCOHOL (ETHANOL),64-17-5,53.460%,53.46
FECT (SCENTED),BCSRR,ISOPROPYL ALCOHOL  (SARA III),67-63-0,,
DISINFECTANT SPRAY NO 760628,BCTCX,ETHYL ALCOHOL (ETHANOL),64-17-5,50%,50.0
CHLORPYRIFOS 52.5,BCTMP,CHLORPYRIFOS  (SARA III),2921-88-2,52.5%,52.5
CHLORPYRIFOS 52.5,BCTMP,METHYLENE CHLORIDE	(SARA III),75-09-2,47.5%,47.5
"""KROVAR"" I DF HERBICIDE",BCTXC,"BROMACIL, (5-BROMO-3-SEC-BUTYL-6-METHYLURACIL)",314-40-9,40%,40.0
"""KROVAR"" I DF HERBICIDE",BCTXC,"DIURON, [3-(3,4-DICHLOROPHENYL)-1,1-DIMETHYLUREA] (SARA",330-54-1,40%,40.0
"PROFESSIONAL AMPHYL DISINFECTANT DEDODORANT SPRAY,09-C 0602",BCVJB,CARBON DIOXIDE,124-38-9,4.0%,4.0
"PROFESSIONAL AMPHYL DISINFECTANT DEDODORANT SPRAY,09-C 0602",BCVJB,ETHYL ALCOHOL (ETHANOL),64-17-5,78.5%,78.5
"PROFESSIONAL AMPHYL DISINFECTANT DEDODORANT SPRAY,09-C 0602",BCVJB,2-PHENYLPHENOL  (SARA III),90-43-7,0.136%,0.136
ASEPTICARE,BCVLK,ETHYL ALCOHOL (ETHANOL),64-17-5,62.7%,62.7
OZIUM 501-241,BCWQB,ISOPROPYL ALCOHOL  (SARA III),67-63-0,65.0%,65.0
OZIUM 501-241,BCWQB,ISOBUTANE; CAS #75-28-5 (PROPELLENT),75-28-5,16.0%,16.0
OZIUM 501-241,BCWQB,PROPANE,74-98-6,5.0%,5.0
WOODLETS SURFACE DISINFECTANT DEODORANT,BCWQC,ETHYL ALCOHOL (ETHANOL),64-17-5,50%,50.0
WOODLETS SURFACE DISINFECTANT DEODORANT,BCWQC,"ALKANES, C-3 TO C-4 (PROPELLANT)",68475-59-2,10-20%,20.0
OXFORD D-74,BCWTD,PETROLEUM DISTILLATES (NAPHTHA OR RUBBER SOLVENT),8002-05-9,47.0%,47.0
OXFORD D-74,BCWTD,ISOPROPYL ALCOHOL  (SARA III),67-63-0,10.0%,10.0
AMMATE X WEED & BRUSH KILLER,BCWZY,AMMONIUM SULFAMATE	(SARA III),7773-06-0,95%,95.0
ESTERON 245 HERBICIDE,BCXLS,"2,4,5-TRICHLOROPHENOXYACETIC ACID,PROPYLENE GLYCOL BUTYL",3084-62-6,69.2%,69.2
DEET,BCYBJ,DIETHYLTOLUAMIDE (DEET),134-62-3,75.0%,75.0
DEET,BCYBJ,DICHLORODIFLUOROMETHANE  (SARA III),75-71-8,25.0%,25.0
P.C.Q./RODENT CAKE/DI-BLOX,BCYLH,DIPHACINONE (SARA III),82-66-6,0.005%,0.005
P.C.Q./RODENT CAKE/DI-BLOX,BCYLH,PARAFFIN WAX,8002-74-2,40%,40.0
788 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BCYLJ,"2-(DIPHENYLACETYL)1,3-INDANDIONE,DIPHACINONE",82-66-6,0.005%,0.005
788 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BCYLJ,PARAFFIN WAX.,8002-74-2,39.0%,39.0
CROWN RAT PUCKS,BCYLL,PARAFFIN WAX,8002-74-2,39.0%,39.0
CROWN RAT PUCKS,BCYLL,DIPHACINONE; CAS #82-66-6,82-66-6,.005%,0.005
RESMETHRIN,BDBMG,DICHLORODIFLUOROMETHANE  (SARA III),75-71-8,49.0%,49.0
RESMETHRIN,BDBMG,TRICHLOROFLUOROMETHANE  (CFC-11)  (SARA III),75-69-4,49.0%,49.0
STRIKE INSECT STRIP,BDBVZ,DICHLORVOS (DDVP)  (SARA III),62-73-7,18.6-22%,22.0
STRIKE INSECT STRIP,BDBVZ,PMS-2321-T (YELLOW PIGMENT CONTAINS CADMIUM;CADMIUM SULFIDE,1306-23-6,,
STRIKE INSECT STRIP,BDBVZ,STODDARD SOLVENT,8052-41-3,,
RF-8 & RF-40 INSECT STRIPS(ZOECON STRIKE),BDBWC,DICHLORVOS (DDVP)  (SARA III),62-73-7,18.6%,18.6
PRAMITOL MG 25E,BDCBN,PRIMATOL (PROMETONE),1610-18-0,,
PRAMITOL MG 25E,BDCBN,"XYLENES (O-,M-,P- ISOMERS)	(SARA III)",1330-20-7,10%,10.0
PRAMITOL MG 25E,BDCBN,TRIMETHYL BENZENE  (SARA III),25551-13-7,,
PRAMITOL MG 25E,BDCBN,ETHYL BENZENE  (SARA III),100-41-4,2%,2.0
PRAMITOL MG 25E,BDCBN,N-BUTYL ALCOHOL  (SARA III),71-36-3,10%,10.0
PRAMITOL MG 25E,BDCBN,ETHYLENE GLYCOL PHENYL ETHER,122-99-6,10%,10.0
FUMITOXIN EPA REG.NO.5857-2,BDCBP,ALUMINUM PHOSPHIDE	(SARA III),20859-73-8,55%,55.0
FUMITOXIN EPA REG.NO.5857-2,BDCBP,AMMONIUM CARBAMATE	(SARA III),1111-78-0,,
FUMITOXIN EPA REG.NO.5857-2,BDCBP,PARAFFIN WAX,8002-74-2,,
PHOSTOXIN,BDCBQ,ALUMINUM PHOSPHIDE	(SARA III),20859-73-8,55%.,55.0
PHOSTOXIN,BDCBQ,AMMONIUM CARBAMATE	(SARA III),1111-78-0,41%.,41.0
PHOSTOXIN,BDCBQ,PARAFFIN WAX,8002-74-2,4%.,4.0
"INSECTICIDE, RESMETHRIN",BDCMX,RESMETHRIN,10453-86-8,1.2%,1.2
